name,sport,age,height,weight,country,sex,gold,silver,bronze,total
Svitlana Galyuk,Cycling - Track,24,177,66,Ukraine,F,0,0,0,0
Tetyana Gamera-Shmyrko,Athletics,29,165,52,Ukraine,F,0,0,0,0
Ekaterina Gamova,Volleyball,31,202,80,Russian Federation,F,0,0,0,0
Heidi Gan,Swimming,23,164,55,Malaysia,F,0,0,0,0
Diogo Ganchinho,Trampoline,24,167,,Portugal,M,0,0,0,0
Dayexi Gandarela,Canoe Sprint,26,,,Cuba,F,0,0,0,0
Ellen Gandy,Swimming,20,169,62,Great Britain,F,0,0,0,0
Renal Ganeev,Fencing,27,178,75,Russian Federation,M,0,0,0,0
Edina Gangl,Water Polo,22,181,67,Hungary,F,0,0,0,0
Imri Ganiel,Swimming,20,186,78,Israel,M,0,0,0,0
Denis Gankin,Archery,22,183,68,Kazakhstan,M,0,0,0,0
Jantsan Gantugs,Archery,40,174,75,Mongolia,M,0,0,0,0
Oyungerel Gantumur,Swimming,20,165,54,Mongolia,F,0,0,0,0
Ao Gao,Water Polo,22,173,75,People's Republic of China,F,0,0,0,0
Chang Gao,Swimming,25,179,73,People's Republic of China,F,0,0,0,0
Grace Gao,Badminton,22,168,56,Canada,F,0,0,0,0
Lihua Gao,Hockey,32,165,57,People's Republic of China,F,0,0,0,0
Ning Gao,Table Tennis,29,179,82,Singapore,M,0,0,0,0
Song Gao,Basketball,20,190,81,People's Republic of China,F,0,0,0,0
Yulan Gao,Rowing,29,182,75,People's Republic of China,F,0,0,0,0
Aliya Garayeva,Gymnastics - Rhythmic,24,164,,Azerbaijan,F,0,0,0,0
Alex Garcia,Basketball,32,192,102,Brazil,M,0,0,0,0
Danielys Garcia,Cycling,25,170,68,Venezuela,F,0,0,0,0
Estefania Garcia,Judo,24,165,63,Ecuador,F,0,0,0,0
Fernando Gabriel Garcia,Handball,30,190,85,Argentina,M,0,0,0,0
Hanser Garcia,Swimming,23,,,Cuba,M,0,0,0,0
Jesus Angel Garcia,Athletics,42,172,64,Spain,M,0,0,0,0
Jorge Antonio Garcia,Canoe Sprint,24,,,Cuba,M,0,0,0,0
Jose Amado Garcia,Athletics,34,177,59,Guatemala,M,0,0,0,0
Maica Garcia,Water Polo,21,188,90,Spain,F,0,0,0,0
Maria Garcia,Judo,24,155,52,Dominican Republic,F,0,0,0,0
Ricardo Garcia,Volleyball,36,191,89,Brazil,M,0,0,0,0
Rosibel Garcia,Athletics,31,167,52,Colombia,F,0,0,0,0
Victor Garcia,Athletics,27,173,57,Spain,M,0,0,0,0
Yordani Garcia,Athletics,23,,,Cuba,M,0,0,0,0
Jorge Eduardo Garcia Bustos,Weightlifting,25,174,105,Chile,M,0,0,0,0
Diego Garcia de Leon,Taekwondo,22,172,,Mexico,M,0,0,0,0
Javier Garcia Gadea,Water Polo,28,198,92,Spain,M,0,0,0,0
Daniel Garcia Gonzalez,Judo,27,173,66,Andorra,M,0,0,0,0
Nicolas Garcia Hemme,Taekwondo,24,188,,Spain,M,0,0,0,0
Evelyn Yesenia Garcia Marroquin,Cycling - Road,29,163,54,El Salvador,F,0,0,0,0
Ivan Garcia Navarro,Diving,18,165,55,Mexico,M,0,1,0,1
Diana Maria Garcia Orrego,Cycling - Track,30,161,60,Colombia,F,0,0,0,0
Mario Garcia Rodriguez,Water Polo,29,190,91,Spain,M,0,0,0,0
Elsa Garcia Rodriguez Blancas,Gymnastics - Artistic,22,166,,Mexico,F,0,0,0,0
Marina Garcia Urzainqui,Swimming,18,168,57,Spain,F,0,0,0,0
Vanessa Garcia Vega,Swimming,28,,,Puerto Rico,F,0,0,0,0
John Garcia-Thompson,Beach Volleyball,33,192,92,Great Britain,M,0,0,0,0
Stina Gardell,Swimming,22,172,60,Sweden,F,0,0,0,0
Robert Gardos,Table Tennis,33,178,69,Austria,M,0,0,0,0
Roba Gari,Athletics,30,180,62,Ethiopia,M,0,0,0,0
Emin Garibov,Gymnastics - Artistic,21,170,,Russian Federation,M,0,0,0,0
Robin Garnham,Handball,24,194,94,Great Britain,M,0,0,0,0
Vincent Garos,Sailing,30,180,73,France,M,0,0,0,0
Luis Garrido,Football,21,167,75,Honduras,M,0,0,0,0
Gonzalo Andres Garrido Zenteno,Cycling - Road,38,174,69,Chile,M,0,0,0,0
Timi Garstang,Athletics,25,175,73,Marshall Islands,M,0,0,0,0
Elmar Gasimov,Judo,21,188,100,Azerbaijan,M,0,0,0,0
Adam Gemili,Athletics,18,,,Great Britain,M,0,0,0,0
Andrew Gemmell,Swimming,21,183,73,United States of America,M,0,0,0,0
Kris Gemmell,Triathlon,35,179,66,New Zealand,M,0,0,0,0
Elena Gemo,Swimming,25,181,69,Italy,F,0,0,0,0
Alex Genest,Athletics,26,178,61,Canada,M,0,0,0,0
Manuela Gentili,Athletics,34,162,52,Italy,F,0,0,0,0
Matthew Judah Gentry,Wrestling,30,175,74,Canada,M,0,0,0,0
Lesle-Ann George,Hockey,26,156,54,South Africa,F,0,0,0,0
Phylicia George,Athletics,24,178,65,Canada,F,0,0,0,0
Regina George,Athletics,21,,,Nigeria,F,0,0,0,0
Winston George,Athletics,25,,,Guyana,M,0,0,0,0
Laura Georges,Football,27,170,62,France,F,0,0,0,0
Ramiro Georgescu,Water Polo,29,193,93,Romania,M,0,0,0,0
Dmitri Gerasimenko,Judo,24,184,90,Serbia,M,0,0,0,0
Marie Gerbron,Handball,25,166,64,Great Britain,F,0,0,0,0
Csaba Gercsak,Swimming,23,171,67,Hungary,M,0,0,0,0
Par Gerell,Table Tennis,30,174,69,Sweden,M,0,0,0,0
Andreas Geritzer,Sailing,34,,,Austria,M,0,0,0,0
Svetlana Germanovich,Rowing,25,179,69,Kazakhstan,F,0,0,0,0
Alix Gerniers,Hockey,19,164,58,Belgium,F,0,0,0,0
Simona Gherman,Fencing,27,170,55,Romania,F,0,0,0,0
Alexandru Ghiban,Water Polo,25,196,96,Romania,M,0,0,0,0
Arnaud Ghislain,Athletics,23,182,69,Belgium,M,0,0,0,0
Soumyajit Ghosh,Table Tennis,19,,,India,M,0,0,0,0
Habiba Ghribi,Athletics,28,174,49,Tunisia,F,0,0,0,0
Massimo Giacoppo,Water Polo,29,184,90,Italy,M,0,0,0,0
Maria Clara Giai Pron,Canoe Slalom,20,163,55,Italy,F,0,0,0,0
Spyridon Gianniotis,Swimming,32,185,72,Greece,M,0,0,0,0
Theodora Giareni,Swimming,22,175,60,Greece,F,0,0,0,0
Christina Giazitzidou,Rowing,22,168,59,Greece,F,0,0,0,0
Jacob Gibb,Beach Volleyball,36,201,95,United States of America,M,0,0,0,0
Craig Gibbons,Swimming,26,178,84,Great Britain,M,0,0,0,0
Gemma Gibbons,Judo,25,173,77,Great Britain,F,0,1,0,1
Adam Gibson,Basketball,25,190,95,Australia,M,0,0,0,0
Lisa Gibson,Water Polo,22,177,75,Great Britain,F,0,0,0,0
Rob Gibson,Rowing,26,195,101,Canada,M,0,1,0,1
Thomas Gibson,Rowing,30,181,72,Australia,M,0,0,0,0
Ciara Gibson-Byrne,Water Polo,19,167,59,Great Britain,F,0,0,0,0
Teodora Gidoiu,Rowing,26,170,50,Romania,F,0,0,0,0
Ryan Giggs,Football,38,180,75,Great Britain,M,0,0,0,0
Elena Gigli,Water Polo,27,190,76,Italy,F,0,0,0,0
Andreas Giglmayr,Triathlon,28,177,62,Austria,M,0,0,0,0
Tomas Aurelio Gil Martinez,Cycling - Road,35,165,60,Venezuela,M,0,0,0,0
Jessica Gil Ortiz,Gymnastics - Artistic,21,161,,Colombia,F,0,0,0,0
Philippe Gilbert,Cycling - Road,30,183,70,Belgium,M,0,0,0,0
Bertrand Gille,Handball,34,187,98,France,M,0,0,0,0
Guillaume Gille,Handball,36,192,97,France,M,0,0,0,0
Antoine Gillet,Athletics,24,185,73,Belgium,M,0,0,0,0
Eric Gillis,Athletics,32,172,58,Canada,M,0,0,0,0
Shara Gillow,Cycling - Road,24,175,58,Australia,F,0,0,0,0
Fabien Gilot,Swimming,28,193,85,France,M,1,0,0,1
Drew Ginn,Rowing,37,195,85,Australia,M,0,0,0,0
Manu Ginobili,Basketball,35,196,91,Argentina,M,0,0,0,0
Simona Gioli,Volleyball,34,185,70,Italy,F,0,0,0,0
Panagiotis Gionis,Table Tennis,32,187,82,Greece,M,0,0,0,0
Giuseppe Giordano,Shooting,38,170,74,Italy,M,0,0,0,0
Alex Giorgetti,Water Polo,24,187,78,Italy,M,0,0,0,0
Eleonora Giorgi,Athletics,22,162,52,Italy,F,0,0,0,0
Guilherme Giovannoni,Basketball,32,202,101,Brazil,M,0,0,0,0
Andrea Giovi,Volleyball,28,183,80,Italy,M,0,0,0,0
Santiago Giraldo,Tennis,24,188,75,Colombia,M,0,0,0,0
Jorge Hugo Giraldo Lopez,Gymnastics - Artistic,32,163,,Colombia,M,0,0,0,0
Christine Girard,Weightlifting,27,161,63,Canada,F,0,0,1,1
Veronique Girardet,Shooting,46,160,50,France,F,0,0,0,0
Arnie David Girat,Athletics,27,,,Cuba,M,0,0,0,0
Nikola Girke,Sailing,34,178,64,Canada,F,0,0,0,0
Romain Girouille,Archery,24,193,75,France,M,0,0,0,0
Amund Nordal Gismervik,Diving,21,,,Norway,M,0,0,0,0
Ramon Gittens,Athletics,25,180,77,Barbados,M,0,0,0,0
Niccolo' Gitto,Water Polo,25,185,82,Italy,M,0,0,0,0
Kristian Gkolomeev,Swimming,19,198,87,Greece,M,0,0,0,0
Apostolos Gkountoulas,Rowing,27,186,81,Greece,M,0,0,0,0
Nikolaos Gkountoulas,Rowing,27,185,81,Greece,M,0,0,0,0
Monique Gladding,Diving,31,162,57,Great Britain,F,0,0,0,0
Dragana Gladovic,Taekwondo,20,168,,Serbia,F,0,0,0,0
Mads Glaesner,Swimming,23,191,83,Denmark,M,0,0,0,0
Jasmin Glaesser,Cycling - Track,20,167,58,Canada,F,0,0,0,0
Matthew Glaetzer,Cycling - Track,19,190,86,Australia,M,0,0,0,0
Zaneta Glanc,Athletics,29,186,95,Poland,F,0,0,0,0
Jan-Philip Glania,Swimming,23,192,88,Germany,M,0,0,0,0
Anton Glasnovic,Shooting,31,184,82,Croatia,M,0,0,0,0
Iryna Glavnyk,Swimming,16,175,54,Ukraine,F,0,0,0,0
Elizabeth Gleadle,Athletics,23,185,84,Canada,F,0,0,0,0
Jake Gleeson,Football,22,193,86,New Zealand,M,0,0,0,0
Anastasia Gloushkov,Synchronised Swimming,27,171,,Israel,F,0,0,0,0
Helen Glover,Rowing,26,178,70,Great Britain,F,1,0,0,1
Steven Gluckstein,Trampoline,22,170,,United States of America,M,0,0,0,0
Katie Glynn,Hockey,23,174,78,New Zealand,F,0,0,0,0
Jacob Gnahoui,Judo,26,167,60,Benin,M,0,0,0,0
Mathieu Gnanligo,Athletics,25,180,76,Benin,M,0,0,0,0
Priscilla Gneto,Judo,21,163,52,France,F,0,0,1,1
Ekaterina Gnidenko,Cycling - Track,19,167,65,Russian Federation,F,0,0,0,0
Dimitri Goanta,Water Polo,25,202,113,Romania,M,0,0,0,0
Celine Goberville,Shooting,25,156,53,France,F,0,1,0,1
Zivko Gocic,Water Polo,29,192,107,Serbia,M,0,0,0,0
James Goddard,Swimming,29,183,82,Great Britain,M,0,0,0,0
Jaroslaw Godek,Rowing,30,194,100,Poland,M,0,0,0,0
Daniel Godelli,Weightlifting,20,168,68,Albania,M,0,0,0,0
Maartje Goderie,Hockey,28,158,50,Netherlands,F,0,0,0,0
Larry Godfrey,Archery,36,178,84,Great Britain,M,0,0,0,0
Elodie Godin,Basketball,27,191,80,France,F,0,0,0,0
Kenny Godoy,Judo,26,165,60,Honduras,M,0,0,0,0
Gilberto Godoy Filho,Volleyball,35,192,85,Brazil,M,0,0,0,0
William Godward,Shooting,28,188,88,Australia,M,0,0,0,0
Tom R Goegebuer,Weightlifting,37,163,56,Belgium,M,0,0,0,0
Julia Goerges,Tennis,23,180,69,Germany,F,0,0,0,0
David Goffin,Tennis,21,180,69,Belgium,M,0,0,0,0
Alan Gogaev,Wrestling,22,170,66,Russian Federation,M,0,0,0,0
Maiko Gogoladze,Athletics,20,166,58,Georgia,F,0,0,0,0
George Gogshelidze,Wrestling,32,185,96,Georgia,M,0,0,0,0
Liu Ying Goh,Badminton,23,166,50,Malaysia,F,0,0,0,0
Matt Gohdes,Hockey,22,180,80,Australia,M,0,0,0,0
Vladimir Gojkovic,Water Polo,31,188,92,Montenegro,M,0,0,0,0
Jakov Gojun,Handball,26,204,110,Croatia,M,0,0,0,0
Michal Golas,Cycling - Road,28,180,65,Poland,M,0,0,0,0
Anders Golding,Shooting,28,186,95,Denmark,M,0,1,0,1
Grant Goldschmidt,Beach Volleyball,29,194,92,South Africa,M,0,0,0,0
Sara Goller,Beach Volleyball,28,180,69,Germany,F,0,0,0,0
Sasa Golob,Gymnastics - Artistic,20,160,,Slovenia,F,0,0,0,0
Luba Golovina,Trampoline,22,171,,Georgia,F,0,0,0,0
Olga Golovkina,Athletics,25,170,50,Russian Federation,F,0,0,0,0
Franziska Goltz,Sailing,27,168,68,Germany,F,0,0,0,0
Carolin Golubytskyi,Fencing,26,166,56,Germany,F,0,0,0,0
Beatriz Gomes,Canoe Sprint,32,168,67,Portugal,F,0,0,0,0
Vanda Gomes,Athletics,23,,72,Brazil,F,0,0,0,0
Daniel Gomez,Fencing,22,178,76,Mexico,M,0,0,0,0
Inaki Gomez,Athletics,24,172,60,Canada,M,0,0,0,0
Javier Gomez,Triathlon,29,178,69,Spain,M,0,0,0,0
Beatriz Gomez Cortes,Swimming,17,169,61,Spain,F,0,0,0,0
Javier Gomez Fuertes,Gymnastics - Artistic,25,162,,Spain,M,0,0,0,0
Franklin Gomez Matos,Wrestling,25,170,66,Puerto Rico,M,0,0,0,0
Alejandro Gomez Perez,Swimming,27,184,77,Venezuela,M,0,0,0,0
Ana Sofia Gomez Porras,Gymnastics - Artistic,16,147,,Guatemala,F,0,0,0,0
Emilie Gomis,Basketball,28,178,64,France,F,0,0,0,0
Yevgeniya Gomon,Gymnastics - Rhythmic,17,172,,Ukraine,F,0,0,0,0
Ana Goncalves,Basketball,19,182,79,Angola,F,0,0,0,0
Rita Goncalves,Sailing,31,165,65,Portugal,F,0,0,0,0
Nataliya Goncharova,Volleyball,23,194,75,Russian Federation,F,0,0,0,0
Jozef Gonci,Shooting,38,186,85,Slovakia,M,0,0,0,0
Shuichi Gonda,Football,23,187,83,Japan,M,0,0,0,0
Flora Gondos,Diving,20,158,48,Hungary,F,0,0,0,0
Jinjie Gong,Cycling - Track,25,165,65,People's Republic of China,F,0,1,0,1
Lei Gong,Sailing,29,185,88,People's Republic of China,M,0,0,0,0
Lijiao Gong,Athletics,23,175,108,People's Republic of China,F,0,0,0,0
Carlos Gongora Mercado,Boxing,23,186,,Ecuador,M,0,0,0,0
Ethiene Cristina Gonser Franco,Gymnastics - Artistic,20,,,Brazil,F,0,0,0,0
Roman Gontiuk,Judo,28,178,90,Ukraine,M,0,0,0,0
Jermaine Gonzales,Athletics,27,191,87,Jamaica,M,0,0,0,0
Alexis Gonzalez,Volleyball,31,184,83,Argentina,M,0,0,0,0
Andy Gonzalez,Athletics,24,,,Cuba,M,0,0,0,0
Angie Gonzalez,Cycling,31,158,60,Venezuela,F,0,0,0,0
Asley Gonzalez,Judo,22,,89,Cuba,M,0,1,0,1
Fabian Gonzalez,Gymnastics - Artistic,20,175,,Spain,M,0,0,0,0
Matias Gonzalez,Hockey,27,181,73,Argentina,M,0,0,0,0
Melissa Gonzalez,Hockey,23,163,59,United States of America,F,0,0,0,0
Misleydis Gonzalez,Athletics,34,,,Cuba,F,0,0,0,0
Norma Gonzalez,Athletics,29,175,58,Colombia,F,0,0,0,0
Ursula Gonzalez,Fencing,20,171,70,Mexico,F,0,0,0,0
Joel Gonzalez Bonilla,Taekwondo,22,185,,Spain,M,0,0,0,0
Diego Gonzalez Parro,Sailing,24,180,72,Chile,M,0,0,0,0
Maria Fernanda Gonzalez Ramirez,Swimming,22,175,60,Mexico,F,0,0,0,0
Enrique Tomas Gonzalez Sepulveda,Gymnastics - Artistic,26,171,,Chile,M,0,0,0,0
Yumari Gonzalez Valdivieso,Cycling - Road,33,,,Cuba,F,0,0,0,0
Paul Goodison,Sailing,34,180,82,Great Britain,M,0,0,0,0
Britt Goodwin,Handball,29,163,68,Great Britain,F,0,0,0,0
Marquise Goodwin,Athletics,21,178,82,United States of America,M,0,0,0,0
Antonia Goransson,Football,21,169,65,Sweden,F,0,0,0,0
Stepan Gorbachev,Gymnastics - Artistic,28,171,,Kazakhstan,M,0,0,0,0
Irina Gordeeva,Athletics,25,185,55,Russian Federation,F,0,0,0,0
Mikhail Gordeichuk,Football,22,173,65,Belarus,M,0,0,0,0
Jehue Gordon,Athletics,20,188,81,Trinidad and Tobago,M,0,0,0,0
Lalonde Gordon,Athletics,23,179,83,Trinidad and Tobago,M,0,0,0,0
Winston Gordon,Judo,35,187,90,Great Britain,M,0,0,0,0
Martino Goretti,Rowing,26,186,73,Italy,M,0,0,0,0
Giulia Gorlero,Water Polo,21,178,69,Italy,F,0,0,0,0
Melissa Gorman,Swimming,26,180,67,Australia,F,0,0,0,0
Sergey Gorovoy,Water Polo,36,192,105,Kazakhstan,M,0,0,0,0
Petar Gorsa,Shooting,24,180,72,Croatia,M,0,0,0,0
Oleksandr Gorshkovozov,Diving,21,170,66,Ukraine,M,0,0,0,0
Magdalena Gorzkowska,Athletics,20,174,59,Poland,F,0,0,0,0
Matthew Harley Goss,Cycling - Road,25,179,73,Australia,M,0,0,0,0
Thomas Gossland,Swimming,23,183,78,Canada,M,0,0,0,0
Mathieu Goubel,Canoe Sprint,32,191,100,France,M,0,0,0,0
Kara Goucher,Athletics,34,170,56,United States of America,F,0,0,0,0
Sadegh Saeed Goudarzi,Wrestling,24,179,74,Islamic Republic of Iran,M,0,0,0,0
Westley Gough,Cycling - Track,24,185,75,New Zealand,M,0,0,0,0
Simon Gougnard,Hockey,21,187,82,Belgium,M,0,0,0,0
Georgia Gould,Cycling - Mountain Bike,32,175,61,United States of America,F,0,0,0,0
Zakari Gourouza,Judo,30,175,60,Niger,M,0,0,0,0
Nastja Govejsek,Swimming,15,170,55,Slovenia,F,0,0,0,0
Kieran Govers,Hockey,24,179,76,Australia,M,0,0,0,0
Andrii Govorov,Swimming,20,190,90,Ukraine,M,0,0,0,0
Vikas Gowda,Athletics,29,,,India,M,0,0,0,0
Robert Grabarz,Athletics,24,191,80,Great Britain,M,0,0,0,0
Federico Grabich,Swimming,22,193,92,Argentina,M,0,0,0,0
Bert Grabsch,Cycling - Road,37,179,79,Germany,M,0,0,0,0
Aiga Grabuste,Athletics,24,178,55,Latvia,F,0,0,0,0
Cyril Graff,Shooting,31,168,65,France,M,0,0,0,0
Anne-Caroline Graffe,Taekwondo,26,176,,France,F,0,0,0,0
Keitani Graham,Wrestling,32,173,84,Federated States of Micronesia,M,0,0,0,0
Katherine Grainger,Rowing,36,183,80,Great Britain,F,1,0,0,1
Crisanto Grajales,Triathlon,25,166,60,Mexico,M,0,0,0,0
Tina Gramkov,Sailing,41,171,65,Denmark,F,0,0,0,0
Iria Grandal,Archery,21,161,55,Spain,F,0,0,0,0
Yoris Grandjean,Swimming,23,186,82,Belgium,M,0,0,0,0
Lara Grangeon,Swimming,20,172,60,France,F,0,0,0,0
Sergey Grankin,Volleyball,27,195,98,Russian Federation,M,0,0,0,0
Marcel Granollers,Tennis,26,190,77,Spain,M,0,0,0,0
Martina Granstrom,Swimming,20,178,73,Sweden,F,0,0,0,0
Andrew Grant,Volleyball,27,207,98,Australia,M,0,0,0,0
Nicoleta Grasu,Athletics,40,176,98,Romania,F,0,0,0,0
Peter Graves,Rowing,27,185,82,United States of America,M,0,0,0,0
Jamie Lynn Gray,Shooting,28,157,54,United States of America,F,0,0,0,0
Sarah Gray,Rowing,21,173,68,New Zealand,F,0,0,0,0
Latoya Greaves,Athletics,26,170,62,Jamaica,F,0,0,0,0
Viktor Grebennykov,Rowing,26,202,94,Ukraine,M,0,0,0,0
Andrey Grechin,Swimming,24,198,94,Russian Federation,M,0,0,1,1
Elizaveta Grechishnikova,Athletics,28,168,50,Russian Federation,F,0,0,0,0
Daniele Greco,Athletics,23,,,Italy,M,0,0,0,0
Jean Greeff,Weightlifting,22,181,94,South Africa,M,0,0,0,0
Anna Green,Football,21,167,62,New Zealand,F,0,0,0,0
Jack Green,Athletics,20,194,80,Great Britain,M,0,0,0,0
Leford Green,Athletics,25,191,91,Jamaica,M,0,0,0,0
Emma Green Tregaro,Athletics,27,180,63,Sweden,F,0,0,0,0
David Greene,Athletics,26,185,78,Great Britain,M,0,0,0,0
Sarah Gregorius,Football,24,156,56,New Zealand,F,0,0,0,0
Alex Gregory,Rowing,28,198,98,Great Britain,M,0,0,0,0
Ryan Gregson,Athletics,22,184,73,Australia,M,0,0,0,0
Brigitta Gregus,Swimming,20,,,Hungary,F,0,0,0,0
Andre Greipel,Cycling - Road,30,184,82,Germany,M,0,0,0,0
Libania Grenot,Athletics,29,,,Italy,F,0,0,0,0
Evdokia Gretchichnikova,Modern Pentathlon,29,167,57,Russian Federation,F,0,0,0,0
Matthew Grevers,Swimming,27,203,104,United States of America,M,1,1,0,2
Katie Greves,Rowing,29,179,69,Great Britain,F,0,0,0,0
Benjamin Grez Ahrens,Sailing,19,177,66,Chile,M,0,0,0,0
Colin Griffin,Athletics,30,185,71,Ireland,M,0,0,0,0
Sam Griffiths,Equestrian,40,172,68,Australia,M,0,0,0,0
Larisa Griga,Badminton,28,171,65,Ukraine,F,0,0,0,0
Cristina Grigoras,Rowing,22,184,72,Romania,F,0,0,0,0
Aristeidis Grigoriadis,Swimming,26,196,76,Greece,M,0,0,0,0
Anastasija Grigorjeva,Wrestling,22,169,62,Latvia,F,0,0,0,0
Santiago Grillo,Sailing,25,183,73,Colombia,M,0,0,0,0
Martina Grimaldi,Swimming,23,172,65,Italy,F,0,0,0,0
Torben Grimmel,Shooting,36,182,84,Denmark,M,0,0,0,0
Kari Aalvik Grimsbo,Handball,27,181,,Norway,F,0,0,0,0
Lina Grincikaite,Athletics,25,167,63,Lithuania,F,0,0,0,0
Nadezhda Grishaeva,Basketball,23,195,82,Russian Federation,F,0,0,0,0
Anastasia Grishina,Gymnastics - Artistic,16,146,,Russian Federation,F,0,1,0,1
Mindaugas Griskonis,Rowing,26,190,92,Lithuania,M,0,0,0,0
Lauma Griva,Athletics,27,181,62,Latvia,F,0,0,0,0
Andriy Grivko,Cycling - Road,28,180,73,Ukraine,M,0,0,0,0
Renee Groeneveld,Sailing,25,167,62,Netherlands,F,0,0,0,0
Sarah Groff,Triathlon,30,170,60,United States of America,F,0,0,0,0
Tim Grohmann,Rowing,23,194,98,Germany,M,1,0,0,1
Henk Grol,Judo,27,190,100,Netherlands,M,0,0,1,1
Maria Gromova,Synchronised Swimming,28,173,,Russian Federation,F,0,0,0,0
Maria Gromova,Swimming,24,170,62,Russian Federation,F,0,0,0,0
Anna-Lena Gronefeld,Tennis,27,180,78,Germany,F,0,0,0,0
Marcus Gross,Canoe Sprint,22,182,85,Germany,M,0,0,0,0
Sergey Gubarev,Water Polo,33,183,93,Kazakhstan,M,0,0,0,0
Tatiana Guderzo,Cycling - Road,27,160,52,Italy,F,0,0,0,0
Snorri Steinn Gudjonsson,Handball,30,186,82,Iceland,M,0,0,0,0
Hreidar Levy Gudmundsson,Handball,31,196,105,Iceland,M,0,0,0,0
Valeriia Gudym,Gymnastics - Rhythmic,17,170,,Ukraine,F,0,0,0,0
Daina Gudzineviciute,Shooting,46,178,80,Lithuania,F,0,0,0,0
Javier Guedez,Judo,29,160,60,Venezuela,M,0,0,0,0
Antoinette Guedia Mouafo,Swimming,16,170,55,Cameroon,F,0,0,0,0
Floria Guei,Athletics,22,166,52,France,F,0,0,0,0
Christophe Guenot,Wrestling,33,178,74,France,M,0,0,0,0
Steeve Guenot,Wrestling,26,172,66,France,M,0,0,0,0
Steve Guerdat,Equestrian,30,182,68,Switzerland,M,0,0,0,0
Rabiou Guero Gao,Athletics,24,170,58,Niger,M,0,0,0,0
Jose Antonio Guerra,Diving,32,,,Cuba,M,0,0,0,0
Lisandra Guerra Rodriguez,Cycling - Track,24,,,Cuba,F,0,0,0,0
Idrissa Gueye,Football,22,174,66,Senegal,M,0,0,0,0
Magaye Gueye,Football,22,181,73,Senegal,M,0,0,0,0
Ndiatte Gueye,Canoe Sprint,27,185,75,Senegal,M,0,0,0,0
Papa Gueye,Football,28,192,84,Senegal,M,0,0,0,0
Lin Gui,Table Tennis,18,,,Brazil,F,0,0,0,0
Isabel Guialo,Handball,32,168,65,Angola,F,0,0,0,0
Anatolie Ilarionovitch Guidea,Wrestling,35,165,60,Bulgaria,M,0,0,0,0
Emanuele Guidi,Archery,42,175,80,San Marino,M,0,0,0,0
Michael Guigou,Handball,30,179,78,France,M,0,0,0,0
Leandro Guilheiro,Judo,28,176,81,Brazil,M,0,0,0,0
Olivier Guillon,Equestrian,40,182,75,France,M,0,0,0,0
Sandro Raniere Guimaraes Cordeiro,Football,23,187,82,Brazil,M,0,0,0,0
Lenora Guion-Firmin,Athletics,20,172,60,France,F,0,0,0,0
Isabelle Gullden,Handball,23,178,65,Sweden,F,0,0,0,0
Rattikan Gulnoi,Weightlifting,19,155,58,Thailand,F,0,0,0,0
Krista Guloien,Rowing,32,177,75,Canada,F,0,1,0,1
Alisher Gulov,Taekwondo,22,189,,Tajikistan,M,0,0,0,0
Peter Gulyas,Handball,28,200,102,Hungary,M,0,0,0,0
Esra Gumus,Volleyball,29,181,75,Turkey,F,0,0,0,0
Tony Gunawan,Badminton,37,173,73,United States of America,M,0,0,0,0
Dilara Buse Gunaydin,Swimming,23,168,58,Turkey,F,0,0,0,0
Robert Gunnarsson,Handball,32,190,100,Iceland,M,0,0,0,0
Loes Gunnewijk,Cycling - Road,31,178,67,Netherlands,F,0,0,0,0
Ella Gunson,Hockey,23,162,62,New Zealand,F,0,0,0,0
Leena Gunther,Athletics,21,163,53,Germany,F,0,0,0,0
Juan Gutierrez,Basketball,28,204,112,Argentina,M,0,0,0,0
Leonardo Gutierrez,Basketball,34,202,110,Argentina,M,0,0,0,0
Allan Gutierrez Castro,Swimming,18,160,50,Honduras,M,0,0,0,0
Aleksandr Gutor,Football,23,190,83,Belarus,M,0,0,0,0
Wojciech Gutorski,Rowing,30,197,93,Poland,M,0,0,0,0
Jwala Gutta,Badminton,28,,,India,F,0,0,0,0
Astrid Guyart,Fencing,29,174,51,France,F,0,0,0,0
Lionel Guyon,Equestrian,44,175,60,France,M,0,0,0,0
Sarah Guyot,Canoe Sprint,21,176,68,France,F,0,0,0,0
Michela Guzzetti,Swimming,20,173,59,Italy,F,0,0,0,0
Oleksandr Gvozdyk,Boxing,25,190,,Ukraine,M,0,0,0,0
Edwige Gwend,Judo,22,164,63,Italy,F,0,0,0,0
Han Na Gwon,Handball,22,172,61,Republic of Korea,F,0,0,0,0
Mathias Gydesen,Swimming,23,182,78,Denmark,M,0,0,0,0
Kate Gynther,Water Polo,30,175,73,Australia,F,0,0,0,0
Mario Gyr,Rowing,27,187,76,Switzerland,M,0,0,0,0
Spas Gyurov,Cycling - Road,26,184,75,Bulgaria,M,0,0,0,0
Daniel Gyurta,Swimming,23,185,77,Hungary,M,1,0,0,1
Gergely Gyurta,Swimming,20,174,68,Hungary,M,0,0,0,0
Gabor Hatos,Wrestling,28,170,74,Hungary,M,0,0,0,0
Ganna Dzerkal,Swimming,24,171,62,Ukraine,F,0,0,0,0
Gareth Kean,Swimming,20,194,83,New Zealand,M,0,0,0,0
Gauthier Grumier,Fencing,28,188,82,France,M,0,0,0,0
Gebregziabher Gebremariam,Athletics,27,183,60,Ethiopia,M,0,0,0,0
